Casing_pressure,Tubing_pressure,Gas_production,Water_production,Water_gas_ratio,PI
4.9,2.97,4.85,5,1.03,0
4.92,3.45,4.75,5,1.05,0
4.88,3.33,4.79,7,1.46,0
4.86,3.43,4.88,7,1.43,0
4.85,3.41,4.75,7,1.47,0
4.82,3.27,4.72,7,1.48,0
4.84,3.42,4.56,4,0.88,0
4.95,3.21,5.34,8,1.5,0
4.85,3.34,4.56,5,1.1,0
4.81,3.16,3.54,8,2.26,0
4.81,3.42,3.51,8,2.28,0
4.78,3.28,4.05,9,2.22,0
4.77,3.41,4.15,9,2.17,0
4.76,3.44,4.13,8,1.94,0
4.74,3.01,4.11,8,1.95,0
4.72,3.31,4.04,9,2.23,0
4.66,2.99,4.06,9,2.22,0
4.64,2.95,3.6,8,2.22,0
4.63,2.98,5.11,8,1.57,0
4.57,2.8,5.52,8,1.45,0
4.57,2.83,5.38,8,1.49,0
4.56,2.9,5.22,8,1.53,0
4.55,2.9,5.27,9,1.71,0
4.53,2.89,5.35,9,1.68,0
4.49,2.82,5.39,8,1.48,0
4.53,2.87,5.1,8,1.57,0
4.48,2.84,5.42,8,1.48,0
4.48,2.88,5.28,9,1.7,0
4.45,2.79,5.37,8,1.49,0
4.43,2.8,5.29,8,1.51,0
4.42,2.75,5.21,9,1.73,0
4.38,2.79,5.35,9,1.68,0
4.4,2.85,5.12,9,1.76,0
4.36,2.73,5.3,9,1.7,0
4.37,2.82,5.12,9,1.76,0
4.34,2.79,5.21,8,1.54,0
4.34,2.77,5.16,8,1.55,0
4.29,2.65,5.23,9,1.72,0
4.29,2.83,5.15,9,1.75,0
4.29,2.78,5.17,9,1.74,0
4.28,2.63,4.86,5,1.03,0
4.27,2.65,4.88,4,0.82,0
4.31,2.98,5.58,4,0.72,0
4.56,4.46,5.6,4,0.71,0
5.43,5.26,1.61,5,3.11,0
4.71,3.07,5.68,5,0.88,0
4.53,3.16,6.38,4,0.63,0
4.46,3.53,6.21,5,0.81,0
4.39,3.05,5.81,5,0.86,0
4.41,3.32,5.61,5,0.89,0
4.39,2.97,5.61,5,0.89,0
4.35,2.87,5.49,5,0.91,0
5.18,5.09,3.4,3,0.88,0
4.43,2.87,5.71,5,0.88,0
4.33,2.78,5.66,5,0.88,0
4.35,3.16,5.64,5,0.89,0
4.35,3.14,5.54,5,0.9,0
4.34,3.12,5.56,4,0.72,0
4.33,3.13,5.54,5,0.9,0
4.32,2.99,5.56,4,0.72,0
4.3,2.91,5.57,4,0.72,0
4.29,3.08,5.76,3,0.52,0
4.26,3.05,5.61,3,0.53,0
4.4,3.21,4.43,2,0.45,0
4.33,3.12,5.83,3,0.51,0
4.29,2.99,5.74,3,0.52,0
4.28,3.04,5.64,3,0.53,0
4.25,2.97,5.64,3,0.53,0
4.28,2.99,5.66,3,0.53,0
4.28,3,5.77,3,0.52,0
4.31,3.02,4.52,7,1.55,0
4.32,3.08,4.25,6,1.41,0
4.24,3.01,4.27,7,1.64,0
4.26,3.04,4.29,6,1.4,0
4.26,3.03,4.31,7,1.62,0
4.28,3.04,4.41,7,1.59,0
4.3,3.03,4.36,7,1.61,0
4.89,5.31,4.4,7,1.59,0
4.57,3.4,4.4,7,1.59,0
4.47,3.15,4.8,7,1.46,0
4.42,3.06,4.86,6,1.23,0
4.43,3.15,4.3,6,1.4,0
4.33,3.08,4.3,5,1.16,0
4.26,2.97,4.3,5,1.16,0
4.22,2.94,4.3,5,1.16,0
4.18,2.94,4.3,6,1.4,0
4.16,2.96,4.3,6,1.4,0
4.12,2.88,4.3,6,1.4,0
4.15,3.08,4.3,6,1.4,0
4.13,2.98,4.3,5,1.16,0
4.22,3.29,4.3,5,1.16,0
4.19,3.06,4.3,5,1.16,0
4.19,2.88,4.3,5,1.16,0
4.15,3.1,4.3,5,1.16,0
4.11,3.02,4.3,5,1.16,0
4.15,2.98,4.3,5,1.16,0
4.1,3.1,4.3,5,1.16,0
4.06,2.79,4.3,5,1.16,0
4.06,3.02,4.3,5,1.16,0
4.06,2.99,4.3,5,1.16,0
4.04,2.98,5.8,4,0.69,0
4.04,3,5.5,3,0.55,0
4.03,2.96,5.51,3,0.54,0
4.01,2.97,5.51,3,0.54,0
4.02,2.96,5.41,3,0.55,0
4.01,2.88,5.38,3,0.56,0
4.01,2.88,5.35,3,0.56,0
3.99,2.74,5.2,3,0.58,0
3.98,3,5.21,3,0.58,0
3.98,2.93,5.21,3,0.58,0
3.97,2.81,5.2,3,0.58,0
3.97,2.88,5.2,3,0.58,0
3.88,3.88,5.08,3,0.59,0
4.45,3.49,3,1,0.33,0
4.68,3.18,2.1,1,0.48,0
4.36,2.6,6.5,5,0.77,0
4.14,2.75,6,6,1,0
4.29,2.84,4.55,2,0.44,0
4.15,2.8,5.35,2,0.37,0
4.16,2.98,5.35,5,0.93,0
4.1,2.93,5.45,5,0.92,0
4.03,2.58,5.15,4,0.78,0
4.8,4.91,3.05,3,0.98,0
4.32,3.24,3.35,5,1.49,0
4.21,3.2,5.55,5,0.9,0
4.46,4.68,4.35,5,1.15,0
4.1,2.74,4.75,5,1.05,0
4.08,2.86,4.8,5,1.04,0
4.08,2.92,4.95,5,1.01,0
4.05,2.95,3.5,5,1.43,0
3.98,2.54,4,5,1.25,0
3.91,2.56,3.5,5,1.43,0
3.88,2.64,3.5,5,1.43,0
3.94,2.93,4,5,1.25,0
3.9,2.75,4,5,1.25,0
3.92,2.86,4,5,1.25,0
3.92,2.81,4,5,1.25,0
3.92,2.83,3.98,5,1.26,0
3.92,2.93,4,5,1.25,0
3.91,2.81,4,5,1.25,0
3.89,2.64,3.5,5,1.43,0
4.11,3.33,3.3,5,1.52,0
3.88,2.69,3.75,5,1.33,0
4.06,3.18,3.25,5,1.54,0
3.92,2.9,3.39,4,1.18,0
3.84,2.66,3.2,4,1.25,0
3.83,2.67,3.01,4,1.33,0
4.16,3.58,2.57,4,1.56,0
4.39,3.35,2.99,4,1.34,0
4.6,3.14,2.83,5,1.77,0
4.78,3.11,2.25,4,1.78,0
4.95,2.98,2.21,4,1.81,0
5.06,2.9,2.07,4,1.93,0
5.25,2.63,2.59,4,1.54,0
5.29,2.67,2.51,4,1.59,0
5.33,3.11,2.44,3,1.23,0
5.33,3.39,2.5,3,1.2,0
5.35,3.39,2.48,3,1.21,0
5.37,3.35,2.4,3,1.25,0
5.39,3.22,2.72,3,1.1,0
5.86,2.72,2.5,2,0.8,0
5.39,2.64,5,5,1,0
5.04,3.03,4.45,5,1.12,0
4.76,3.27,5.55,5,0.9,0
4.57,2.93,5.35,5,0.93,0
4.41,2.86,4.95,4,0.81,0
4.31,3.06,4.93,4,0.81,0
4.22,2.81,5,4,0.8,0
4.17,2.65,5.02,3,0.6,0
4.08,2.72,5,3,0.6,0
4.08,2.65,4.95,3,0.61,0
4.03,2.6,4.9,3,0.61,0
4.03,2.85,4.85,3,0.62,0
4.04,2.99,4.8,2,0.42,0
4.08,3.03,4.65,2,0.43,0
3.96,2.57,4.75,2,0.42,0
3.96,2.66,4.62,2,0.43,0
3.96,2.88,4.52,2,0.44,0
4.02,2.9,4.45,2,0.45,0
3.95,2.89,4.31,2,0.46,0
5.18,5.25,1,0,0.5,0
4.56,3.48,5.65,8,1.42,0
4.32,3.13,5.45,6,1.1,0
4.19,3.17,5.25,4,0.76,0
4.03,2.65,5.26,3,0.57,0
4.06,2.96,5.14,3,0.58,0
4.02,2.55,4.94,3,0.61,0
3.99,2.95,4.93,2,0.41,0
3.97,2.72,4.81,2,0.42,0
4.17,2.92,3.5,4,1.14,0
3.97,2.76,4,4,1,0
3.94,2.91,4,4,1,0
3.91,2.55,4,4,1,0
3.89,2.97,4.1,4,0.98,0
4.17,4,4.3,5,1.16,0
3.93,2.76,3.9,5,1.28,0
3.83,2.64,4,5,1.25,0
3.88,2.51,4,5,1.25,0
11.8,8,6.06,24,3.96,0
11.7,7.8,6.92,22,3.18,0
11.5,7.8,6.07,26,4.28,0
11.3,7.8,6.18,27,4.37,0
11.6,7.8,6.02,24,3.99,0
12,8.5,4.92,24,4.88,0
12.3,8.7,5.13,22,4.29,0
11.9,8.6,5.02,26,5.18,0
11.97,8.5,5.98,15,2.51,0
11.81,8.03,5.88,12,2.04,0
11,8.6,7.27,14,1.93,0
8.9,8.06,7.05,12,1.7,0
9.5,7.54,7.95,12,1.51,0
9.4,7.51,6.56,12,1.83,0
9.1,7.23,8.88,13,1.46,0
10.06,5.84,6.4,12,1.87,0
10.06,6,7.11,13,1.83,0
10.13,6.07,6.91,13,1.88,0
8.94,6.19,7.81,13,1.66,0
10.09,6.06,5.8,13,2.24,0
11.21,7.83,5.21,12,2.3,0
10.2,6.15,5.55,12,2.16,0
10.99,7.56,5.21,12,2.3,0
10.15,6.19,4.41,10,2.27,0
10.06,6.18,5.23,10,1.91,0
9.74,7.64,4.92,10,2.03,3
9.91,7.7,5.94,4,0.67,0
9.85,8.54,7.01,10,1.43,1
9.82,8.66,5.6,5,0.89,0
10.03,5.86,6.76,5,0.74,3
10.75,7.01,6.93,12,1.73,0
10.64,6.78,8.02,12,1.5,0
10.55,6.5,7.87,12,1.53,0
11.01,8.1,8.43,12,1.42,0
10.64,7.11,6.57,13,1.98,0
10.44,6.66,6.01,14,2.33,0
10.95,7.73,8.13,13,1.6,0
10.92,7.66,7.44,14,1.88,0
11.21,7.87,7.72,15,1.94,0
10.62,7.05,5.75,15,2.61,0
11.18,7.61,6.95,16,2.3,0
10.79,7.58,6.72,15,2.23,0
10.79,7.58,6.8,14,2.06,0
10.71,7.42,6.92,14,2.02,0
10.59,7.41,5.12,13,2.54,0
10.43,7.18,5.91,13,2.2,0
10,7.1,7.16,14,1.96,0
10.13,7,7.23,14,1.94,0
10.18,7.19,6.23,13,2.09,0
9.96,7.07,6.06,12,1.98,0
10.11,6.86,6.06,11,1.81,0
10.17,7.27,6.06,11,1.81,0
9.92,7.35,6.05,12,1.98,0
9.84,7.2,6.17,12,1.95,0
9.85,6.57,6.41,12,1.87,0
10.2,6.76,5.82,12,2.06,0
10.07,6.75,6.99,14,2,0
9.78,6.8,5.9,12,2.03,0
9.85,6.76,6.63,11,1.66,0
10,6.88,7.24,10,1.38,0
10.02,6.65,6.8,9,1.32,0
10,6.74,6.75,10,1.48,0
9.9,6.56,6,9,1.5,0
9.84,6.61,7,10,1.43,0
9.88,6.75,5.64,4,0.71,0
10.02,6.79,4.92,5,1.02,0
9.96,6.7,5.02,6,1.2,2
11.48,8,8.19,10,1.22,0
9.05,5.35,7.53,9,1.2,0
8.82,5.21,7.22,9,1.25,0
8.7,5.31,6.78,9,1.33,0
8.58,5.36,7.26,7,0.96,0
8.58,5.47,6.17,7,1.14,0
8.59,5.55,7.45,6,0.81,0
8.57,5.48,6.03,6,1,0
8.47,5.4,6.93,7,1.01,0
8.42,5.33,6.67,8,1.2,0
8.44,5.57,7.11,8,1.12,0
8.5,5.51,7.15,7,0.98,0
8.4,5.39,7.13,7,0.98,0
8.07,4.93,6.98,7,1,0
7.99,4.87,6.45,8,1.24,0
8.11,5.23,7.95,8,1.01,0
7.61,5.2,7.65,8,1.05,0
8.19,5.26,6.12,7,1.14,0
8.16,5.25,6.23,8,1.28,0
8.18,5.34,6.65,7,1.05,0
8.22,5.41,6.53,7,1.07,0
8.31,5.47,6.14,8,1.3,0
8.31,5.51,5.88,7,1.19,0
8.29,5.48,5.27,6,1.14,0
8.22,5.36,6.1,9,1.47,0
8.16,5.24,5.4,6,1.11,0
8.82,6.38,6.24,8,1.28,0
8.12,5.12,6.79,8,1.18,0
8.12,5.12,5.96,8,1.34,0
8.09,2.24,5.34,8,1.5,0
8.05,5.23,6.65,8,1.2,0
8.54,5.38,6.98,7,1,0
8.26,5.51,6.58,7,1.06,0
8.09,5.28,5.64,6,1.06,0
8.2,5.44,6.1,7,1.15,0
8.24,5.37,4.22,6,1.42,0
8.33,5.44,6.23,8,1.28,0
8.35,5.65,6.02,7,1.16,0
8.38,5.68,5.08,6,1.18,0
8.2,5.74,4.96,6,1.21,0
8.5,5.88,5.03,6,1.19,0
8.5,5.76,4.74,6,1.27,0
8.48,5.79,4.48,6,1.34,0
8.5,5.82,6.02,6,1,0
8.33,5.47,5.17,6,1.16,0
8.27,5.42,5.38,6,1.12,0
8.22,5.48,6.63,7,1.06,0
8.24,5.4,5.34,6,1.12,0
8.17,5.51,6.47,5,0.77,0
8.22,5.49,6.2,6,0.97,0
8.22,5.56,5.17,5,0.97,0
7.92,5.16,6.13,6,0.98,0
7.81,5.01,5.19,6,1.16,0
7.76,5.4,5.11,6,1.17,0
7.74,5.37,5.14,8,1.56,0
7.79,5.38,5.23,5,0.96,0
7.57,5.62,4.87,6,1.23,0
7.58,4.84,5.31,7,1.32,0
7.69,5.08,5.05,7,1.39,0
7.21,5.59,5.41,8,1.48,0
7.14,5.12,5.11,5,0.98,0
7.17,5.31,5.48,7,1.28,0
6.99,5.17,5.08,6,1.18,0
7.06,5.45,5.2,6,1.15,0
7.13,5.18,6.28,5,0.8,0
7,4.95,6.2,5,0.81,0
6.8,4.97,6.78,6,0.88,0
6.91,5.01,6.1,5,0.82,0
6.98,5.13,6.1,6,0.98,0
6.87,5.23,6.16,5,0.81,0
6.92,5.05,6.25,5,0.8,0
6.98,5.07,6.24,5,0.8,0
7,4.79,6.02,5,0.83,0
7.01,4.79,6.09,5,0.82,0
6.97,4.64,6,5,0.83,0
6.95,4.48,5.77,5,0.87,0
7.03,4.52,6.12,5,0.82,0
7.07,4.54,6.04,5,0.83,0
7.06,4.57,6.13,5,0.82,0
7.01,4.62,6.01,5,0.83,0
7.06,4.76,5.92,5,0.84,0
7.1,4.71,6.53,6,0.92,0
7.13,4.8,5.96,4,0.67,0
7.1,4.8,4.85,5,1.03,0
7.18,4.98,5.73,5,0.87,0
7.24,4.99,4.77,5,1.05,0
7.27,5.11,4.59,5,1.09,0
7.4,5.11,4.4,4,0.91,0
7.43,5.18,4.37,5,1.14,0
7.34,5.11,4.92,5,1.02,0
10.05,10.02,1.9,2,1.06,0
7.39,5.2,6.6,7,1.06,0
10.36,10.34,1.15,2,1.74,0
7.84,5.78,1.82,1,0.55,0
7.53,5.23,5.67,6,1.06,0
7.49,5.11,4.1,5,1.22,0
7.7,5.31,4.03,5,1.24,0
7.73,5.43,5.78,7,1.21,0
7.78,5.33,4.3,4,0.93,0
7.65,5.26,4.82,6,1.25,0
7.57,5.19,4.92,6,1.22,0
7.53,5.14,5.94,6,1.01,0
7.52,5.12,5.9,6,1.02,0
7.53,5.14,5.91,5,0.85,0
7.47,5.08,4.9,5,1.02,0
7.67,5.52,4.86,4,0.82,0
8.22,6.05,3.85,6,1.56,0
8.6,6.18,3.06,6,1.96,0
7.47,4.96,4.14,5,1.21,0
7.74,5.34,3.92,5,1.28,0
8.27,5.71,4,5,1.25,0
8.25,5.7,4.55,4,0.88,0
7.5,4.4,3.46,3,0.87,0
7.91,5.33,4.41,3,0.68,0
7.87,5.34,4.17,5,1.2,0
7.84,5.35,4.31,4,0.93,0
7.91,5.43,3.55,3,0.85,0
7.92,5.41,4.76,3,0.63,0
7.96,5.38,2.58,3,1.16,0
7.84,5.36,3.26,3,0.92,0
7.67,5.26,4.61,5,1.09,0
7.7,5.28,4.28,5,1.17,0
7.85,5.44,4.44,5,1.13,0
7.5,5.3,3.25,4,1.23,0
7.75,5.28,4.02,5,1.24,0
8.09,5.54,3.51,4,1.14,0
8.14,5.52,3.54,3,0.85,0
8.1,5.55,3.27,3,0.92,0
8.03,5.48,3.21,3,0.93,0
7.5,5.6,3.41,3,0.88,0
7.5,5.6,5.04,3,0.6,0
7.92,5.39,4.46,3,0.67,0
7.78,5.27,5.76,4,0.69,0
7.72,5.24,5.14,3,0.58,0
7.7,5.25,5.88,5,0.85,0
7.4,5.24,5.76,5,0.87,0
7.53,5.1,5.27,5,0.95,0
7.77,5.31,4.76,4,0.84,0
7.78,5.22,3.94,3,0.76,0
7.65,5.19,4.79,6,1.25,0
7.65,5.19,4.28,5,1.17,0
7.94,5.41,4.45,4,0.9,0
8.1,5.62,3.46,4,1.16,0
8,5.48,3.39,4,1.18,0
7.89,5.14,3.42,4,1.17,0
7.52,5.1,4,3,0.75,0
7.88,5.25,4.12,4,0.97,0
8.69,6.06,3.48,3,0.86,0
8.03,5.85,3.04,3,0.99,0
8.13,6.46,2.14,2,0.93,0
8.35,5.87,2.35,2,0.85,0
9.31,6.66,2.14,2,0.94,0
8.31,5.87,2.13,2,0.94,0
9.16,6.43,2.23,3,1.34,0
9.88,6.88,1.9,1,0.53,0
8.3,6.13,2.78,3,1.08,0
9.16,6.23,2.27,3,1.32,0
9.85,6.3,1.74,2,1.15,0
10.17,6.26,1.65,2,1.22,0
10.45,6.31,1.58,2,1.27,0
10.4,6.46,0.46,0,0,0
8.94,6.45,5.7,4,0.7,0
8.66,6.14,1.67,2,1.19,0
9.37,6.34,1.45,2,1.38,0
10.01,6.55,1.32,2,1.52,0
10.43,6.39,1.21,1,0.82,0
9.25,6.71,5.5,4,0.73,0
7.92,5.06,4.46,3,0.67,0
7.69,5.09,3.83,3,0.78,0
7.92,5.37,4.56,3,0.66,0
8.02,5.35,2.34,2,0.86,0
8.11,5.44,5.24,4,0.76,0
8.05,5.39,4.73,4,0.84,0
8.02,5.42,5.08,6,1.18,0
7.76,5.2,2.31,3,1.3,0
7.72,5.21,2.22,3,1.35,0
7.76,5.18,4.89,6,1.23,0
7.98,5.36,4.76,6,1.26,0
7.87,5.32,1.82,2,1.1,0
7.93,5.37,2.05,2,0.98,0
8.13,5.55,5.04,6,1.19,0
7.87,5.23,3.55,3,0.85,0
7.67,5.21,3.2,4,1.25,0
7.66,5.16,3.58,4,1.12,0
7.63,5.19,3.16,3,0.95,0
7.84,5.35,4.86,6,1.23,0
7.68,5.13,2.47,3,1.21,0
7.56,5.08,2.55,3,1.17,0
7.61,5.1,3.58,3,0.84,0
7.46,4.98,3.47,3,0.86,0
7.43,4.78,4.75,3,0.63,0
7.42,5.02,4.51,3,0.67,0
7.5,5.13,4.19,3,0.72,0
7.7,5.21,3.41,1,0.29,0
7.47,5.08,2.46,1,0.41,0
6.78,4.32,4.16,9,2.16,0
6.82,4.44,4.26,4,0.94,0
6.71,4.39,4.21,4,0.95,0
6.59,4.2,4.57,4,0.88,0
6.49,4.34,4.05,4,0.99,0
6.36,4.02,4.05,2,0.49,0
6.33,4.05,4.99,5,1,0
6.3,3.93,6.23,6,0.96,0
6.25,4.13,5.72,6,1.05,0
6.42,4.53,4.74,2,0.42,0
6.68,4.92,4.5,3,0.67,0
6.95,5.11,2.13,4,1.88,0
7.28,5.41,3.68,3,0.82,0
7.6,5.27,3.68,4,1.09,0
7.58,5.28,3.46,3,0.87,0
7.37,5.14,3.35,4,1.2,0
7.61,5.42,2.46,3,1.22,0
8.05,5.24,3.55,3,0.85,0
7.91,5.3,3.48,3,0.86,0
7.46,5.23,3.6,3,0.83,0
7.32,5.14,3.55,3,0.85,0
7.51,5.21,3.67,3,0.82,0
7.54,5.04,3.55,3,0.85,0
7.37,4.99,3.61,3,0.83,0
6.9,4.6,3.47,3,0.86,0
6.84,4.66,2.71,3,1.11,0
6.91,4.54,3.3,2,0.61,0
7.22,4.89,2.1,2,0.95,0
7.38,5.03,4,2,0.5,0
7.15,4.58,3.8,3,0.79,0
6.87,4.49,2.8,2,0.71,0
6.71,4.46,3,3,1,0
6.68,4.44,2.8,2,0.71,0
6.63,4.39,2,2,1,0
6.72,4.71,3,3,1,0
6.57,4.31,5.34,2,0.37,0
6.56,4.33,4.15,2,0.48,0
6.89,4.9,4.87,3,0.62,0
7.22,4.96,4,3,0.75,0
6.87,4.62,3,1,0.33,0
6.71,4.63,2.2,4,1.82,0
7.06,4.91,1.4,3,2.15,0
6.71,4.53,4.88,8,1.64,0
7.07,4.97,4.03,6,1.49,0
7.65,5.17,3.85,5,1.3,0
7.51,4.92,3.15,6,1.91,0
7.09,4.93,3.82,5,1.31,0
7.2,4.85,3.01,5,1.66,0
7.73,5.44,3.58,5,1.4,2
7.7,5.63,3.75,5,1.33,0
8.08,5.33,3.05,4,1.31,0
7.27,5.21,3.25,5,1.54,0
7.72,5.08,3.67,5,1.36,0
7.54,5.07,3.18,4,1.26,0
7.46,5.06,3.39,5,1.48,0
7.52,5.07,3,4,1.33,0
7.84,5.42,4.18,8,1.91,0
8.42,5.32,3.27,6,1.83,0
8.85,5.28,3.07,6,1.95,0
9.14,5.27,3.63,5,1.38,0
7.83,5.28,4.46,8,1.79,0
7.52,5.1,4.05,6,1.48,0
7.81,5.15,3.87,5,1.29,0
8.22,5.12,3.23,4,1.24,0
8.53,5.52,3.07,3,0.98,0
8.44,5.74,5.33,7,1.31,0
9.07,5.96,2.04,1,0.49,0
9.26,5.96,1.8,1,0.56,0
7.84,4.49,6.11,8,1.31,0
7.19,4.33,5.53,8,1.45,0
7.54,4.99,4.98,7,1.4,0
7.54,4.62,5.83,6,1.03,0
7.33,4.68,4.93,5,1.01,0
7.33,4.72,4.99,5,1,0
7.51,5.39,4.59,4,0.87,0
8.01,5.5,3.41,5,1.47,0
7.41,4.77,4.32,5,1.16,0
7.19,4.55,4.51,5,1.11,0
7.16,4.56,4.4,5,1.14,0
7.73,5.51,4.45,4,0.9,0
7.14,4.63,3.48,4,1.15,0
7.65,5.28,3.37,6,1.78,0
9.14,4.49,3.28,7,2.14,0
6.99,4.45,3.21,7,2.18,0
6.74,5.17,3.64,6,1.65,0
6.37,3.48,2.75,6,2.18,0
6.5,3.91,2.81,6,2.13,0
6.6,4.23,3.21,5,1.56,0
6.6,4.17,3.25,5,1.54,0
6.13,3.5,3.45,6,1.74,0
5.92,3.62,5.32,6,1.13,0
5.79,3.38,4.13,7,1.7,0
5.75,3.35,4.21,7,1.66,0
5.7,3.32,3.02,7,2.32,0
5.59,3.26,4.52,6,1.33,0
6.05,4.15,1.46,6,4.12,0
6.35,4.63,1.26,6,4.77,0
6.49,4.24,4.82,7,1.45,0
6.69,6.25,1.28,6,4.7,0
5.7,3.17,4.04,5,1.24,0
6.24,4.34,4.11,5,1.22,0
6.2,3.97,3.87,5,1.29,0
6.04,3.89,3.97,5,1.26,0
5.83,3.48,4.56,4,0.88,0
5.86,4.13,3.02,4,1.32,0
5.98,3.77,3.28,5,1.53,0
5.82,3.16,3.1,4,1.29,0
5.56,3.13,5.01,5,1,0
6.1,4.74,4.22,6,1.42,0
6.39,4.13,4.31,6,1.39,0
6.28,4.83,3.8,5,1.32,0
6.08,3.56,3.94,6,1.52,0
5.98,3.81,3.97,6,1.51,0
6.76,5.8,3.95,6,1.52,0
5.83,3.62,4.12,6,1.46,0
5.69,3.3,3.86,5,1.29,0
5.68,4.14,3.53,4,1.13,0
5.95,4.05,3.59,5,1.39,0
6.53,3.53,3.33,4,1.2,0
5.92,3.62,4.11,6,1.46,0
6,4.01,4.07,6,1.48,0
5.96,3.91,3.93,5,1.27,0
5.81,3.51,4.03,6,1.49,0
5.56,3.57,4.08,7,1.72,0
5.76,3.88,3.92,7,1.79,0
5.88,3.99,3.82,6,1.57,0
5.94,3.95,3.79,6,1.58,0
5.67,3.58,4.91,6,1.22,0
5.7,3.74,3.88,6,1.55,0
5.81,3.96,3.88,5,1.29,0
5.94,4.03,3.83,6,1.57,0
5.78,3.72,2.83,4,1.42,0
5.57,3.6,3.46,4,1.16,0
5.47,3.63,2.66,4,1.5,0
5.53,3.53,2.41,3,1.24,0
5.47,3.63,2.76,4,1.45,0
5.41,3.41,3.2,8,2.5,0
5.44,3.69,3.3,5,1.52,0
5.55,3.53,3.21,5,1.56,0
5.68,3.55,3.01,5,1.66,0
5.72,3.88,2.96,5,1.69,0
5.79,3.99,3.06,5,1.63,0
5.61,3.34,3.74,5,1.34,0
5.55,3.41,3.34,4,1.2,0
5.65,3.9,3.04,4,1.31,0
5.65,4.06,3.14,4,1.27,0
5.69,3.47,3.21,3,0.93,0
6.78,4.94,2.25,4,1.78,0
6.47,5.01,3.15,6,1.91,0
6.84,5.28,3.27,7,2.14,0
6.08,5.35,3.87,6,1.55,0
7.23,5.67,3.79,5,1.32,0
7.66,5.67,2.27,4,1.76,0
7.91,5.58,2.38,4,1.68,0
6.91,4.35,3.08,5,1.63,0
5.81,3.66,3.85,6,1.56,0
5.59,3.41,3.76,7,1.86,0
5.43,3.28,3.65,8,2.19,0
5.47,3.37,3.87,8,2.07,0
5.61,3.69,3.76,8,2.13,0
5.45,3.35,3.87,9,2.33,0
5.43,3.51,3.04,4,1.31,0
5.44,3.59,3.04,3,0.99,0
5.69,3.9,3.02,6,1.98,0
5.47,2.99,4.05,8,1.97,0
5.38,3.02,3.67,6,1.63,0
5.31,3.45,3.74,4,1.07,0
5.31,3.51,3.64,4,1.1,0
5.37,3.49,3.94,6,1.52,0
5.33,3.34,3.98,5,1.26,0
5.3,3.24,3.95,5,1.27,0
5.29,3.28,3.88,5,1.29,0
5.21,3.39,3.85,5,1.3,0
5.2,3.31,3.82,5,1.31,0
5.18,3.18,3.85,5,1.3,0
5.18,3.38,3.81,5,1.31,0
5.16,3.45,3.83,5,1.31,0
5.16,3.15,3.8,5,1.32,0
6.19,4.63,3,2,0.67,0
5.37,3.41,1.79,3,1.68,0
5.2,3.06,3.89,3,0.77,0
5.26,3.5,3.11,4,1.29,0
5.24,3.29,3.16,4,1.27,0
5.21,3.49,3.14,5,1.59,0
5.2,3.47,3.04,5,1.65,0
5.17,3.32,3.14,5,1.59,0
5.19,3.47,3.15,4,1.27,0
5.13,2.99,3.05,4,1.31,0
5.23,3.39,4.35,6,1.38,0
5.2,3.04,4.69,8,1.71,0
5.19,3.19,4.66,9,1.93,0
5.47,3.62,6.7,17,2.54,0
5.57,3.84,6.86,18,2.62,0
5.66,3.79,6.94,19,2.74,0
5.65,3.61,6.7,18,2.69,0
5.7,3.72,6.93,18,2.6,0
5.72,3.56,6.85,17,2.48,0
5.35,3.12,5.41,12,2.22,0
5.27,3.31,3.12,9,2.89,0
5.19,3.18,3.42,9,2.63,0
5.19,3.33,3.64,8,2.2,0
5.15,3.51,3.44,9,2.62,0
5.4,3.26,3.63,8,2.21,0
5.43,3.53,3.77,8,2.12,0
5.4,3.23,4.29,13,3.03,0
5.29,3.33,3.82,13,3.4,0
5.3,3.4,3.81,8,2.1,0
5.45,3.4,4.21,8,1.9,0
5.35,3.23,3.55,7,1.97,0
5.38,3.22,3.82,7,1.83,0
5.41,3.12,3.67,7,1.91,0
5.29,3.2,3.62,8,2.21,0
5.35,3.22,3.63,8,2.21,0
5.31,3.2,3.7,8,2.16,0
5.33,3.14,3.62,8,2.21,0
5.33,3.33,3.85,8,2.08,0
5.34,3.3,3.62,9,2.49,0
5.23,2.76,3.6,8,2.22,0
5.18,3.41,3.59,8,2.23,0
5.19,3.19,3.56,8,2.24,0
5.33,2.97,3.19,6,1.88,0
5.43,2.96,3.89,4,1.03,0
5.14,3.02,3.61,4,1.11,0
5.33,4.62,4.66,4,0.86,0
6.61,5.35,1.3,2,1.538461538,0
5.41,3.39,4.87,2,0.41,0
5.36,3.43,3.37,1,0.3,0
6.05,4.54,3.36,3,0.89,0
5.39,3.4,3.22,4,1.24,0
5.25,3.38,3.25,4,1.23,0
5.32,3.7,3.39,4,1.18,0
5.42,3.4,3.28,3,0.91,0
6.27,5.26,3.75,2,0.53,0
5.44,3.4,4.35,3,0.69,0
5.29,3.31,3.52,3,0.85,0
5.13,3.22,3.55,3,0.84,0
5.11,3.19,4.47,3,0.67,0
5.08,3.17,3.54,3,0.85,0
5.07,3.18,3.53,3,0.85,0
5.08,3.04,4.66,3,0.64,0
5.01,2.95,4.66,3,0.64,0
4.97,3.12,4.4,3,0.68,0
4.95,3.1,4.63,3,0.65,0
4.91,3.28,3.85,2,0.52,0
